SCREEN_ID	SCREEN_CD	DICT_ID	SYSTEM_TYPE
221	StockMoveInLocHT	2776	wms_ht
222	StockMoveInMoveMethod	3387	wms_ht
223	StockMoveInReplenishSelectPosition	3388	wms_ht
224	StockMoveInSelectHT	2777	wms_ht
225	StockMoveInSendHT	2778	wms_ht
226	StockMoveOtherMoveMethod	3392	wms_ht
227	StockMoveOutCancelHT	2700	wms_ht
228	StockMoveOutCancelOrSendHT	2701	wms_ht
229	StockMoveOutHT	3390	wms_ht
230	StockMoveOutInLocHT	2776	wms_ht
231	StockMoveOutInSendHT	2778	wms_ht
232	StockMoveOutJanCdHT	2797	wms_ht
233	StockMoveOutLabelNoHT	2795	wms_ht
234	StockMoveOutListHT	2798	wms_ht
235	StockMoveOutLocHT	2796	wms_ht
236	StockMoveOutMoveMethod	3390	wms_ht
237	StockMoveOutQtyHT	2799	wms_ht
238	StockMoveOutSendHT	2800	wms_ht
239	StockMoveOutStockTransferList	3391	wms_ht
240	StockPalletizeInspectionMethod	3385	wms_ht
241	StockSearchConditionHT	2654	wms_ht
242	StockSearchConditionStockInput	2654	wms_ht
243	StockSearchListHT	2655	wms_ht
244	SymbolInspectionMethod	3369	wms_ht
245	TransshipmentPlaceIncomingInspectionCardboardPalletBarcode	3394	wms_ht
246	TransshipmentPlaceIncomingInspectionPalletPalletBarcode	3393	wms_ht
