メッセージマスタ	メッセージマスタ	メッセージマスタ	メッセージマスタ	メッセージマスタ	メッセージマスタ	HTメッセージマスタ	メッセージマスタ	メッセージマスタ	メッセージマスタ	HTメッセージマスタ	メッセージマスタ	メッセージマスタ	メッセージマスタ	HTメッセージマスタ
shipRouteNotSelectError	error	wms	ja-JP	出庫経路区分が入力されていません。										
shipToCdNotFoundError	error	wms	ja-JP	特約店CDは取引先マスタに存在しません。										
shiptoRelayBaseOutOfPeriodError	error	wms	ja-JP	着日が中継拠点の適用期間外です。										
shipToSnameNotInputError	error	wms	ja-JP	受入先名称（特販指定場所名称）が入力されていません。										
singleSymbolsCannotScannedError	error	wms	ja-JP	棚出検品(単品)で棚出されたシンボルはスキャンできません		棚出検品(単品)で棚出されたシンボルはスキャンできません								
sortingCollectionPlaceExceptionError	error	wms	ja-JP	例外的な仕分場・引取場が入力されました。										
sortingDateExceptError	error	wms	ja-JP	仕分曜日が入力範囲を超えています。										
sortingDateSortingLineSortingOrderDuplicateError	error	wms	ja-JP	仕分曜日、仕分ライン、仕分順が重複しています。										
sortingInspectionCompletedError	error	wms	ja-JP	このシンボルは既に仕分検品済です。		このシンボルは既に仕分検品済です。								
sortingInspectionCompleteError	error	wms	ja-JP	このシンボルは既に仕分検品済です		このシンボルは既に仕分検品済です								
sortingInspectionNotCompletedError	error	wms	ja-JP	このロットは仕分場受入検品が完了していません		このロットは仕分場受入検品が完了していません								
sortingInventoryIncompleteError	error	wms	ja-JP	仕分場在庫調査（終了）の指示が作成されていないため、在庫調査指示が作成できません。										
sortingInventoryInspectionNotCompleteError	error	wms	ja-JP	仕分場の在庫調査が未完了です。										
sortingLabelAndCaseShippingOperatedError	error	wms	ja-JP	別の操作により選択中の仕分ラベル／ケースは既にケース単位出庫されています。		別の操作により選択中の仕分ラベル／ケースは既にケース単位出庫されています。								
sortingLabelProductCdNotFoundError	error	wms	ja-JP	仕分ラベルの銘柄CDが銘柄マスタに存在しません。		仕分ラベルの銘柄CDが銘柄マスタに存在しません。								
sortingLineNotExistenceErrorError	error	wms	ja-JP	ラインが存在しません。仕分場構成から設定して下さい。										
sortingLineWorkCompletedError	error	wms	ja-JP	終了後検品の指示キー作成済です。										
sortingNumZeroError	error	wms	ja-JP	出力するデータがありません。										
sortingOrderDifferentFroLineAndBlockError	error	wms	ja-JP	ラインの仕分順と異なる順番の方面が存在します。										
sortingPlaceCaseInputError	error	wms	ja-JP	このケースは仕分場に補充されているため出庫できません。		このケースは仕分場に補充されているため出庫できません。								
sortingPlaceIncomingInspectionCompletedError	error	wms	ja-JP	スキャンした棚出リストキーの仕分場受入検品は完了しています		スキャンした棚出リストキーの仕分場受入検品は完了しています								
sortingPlaceLocationCdNotFoundError	error	wms	ja-JP	仕分場のロケCDが取得できませんでした。		仕分場のロケCDが取得できませんでした。								
sortingProcessCompletedError	error	wms	ja-JP	選択されたデータは一連処理済みのため変更できません。										
sortingProcessIncompleteLineBlockError	error	wms	ja-JP	選択したライン/ブロックの仕分作業が完了していません。仕分作業完了登録を実行してください。										
sortingProcessNotAllowedError	error	wms	ja-JP	現在仕分一連処理を実行できません。										
sortingProcessRunningError	error	wms	ja-JP	仕分一連処理中のため実行できません										
sortingProcessStartedError	error	wms	ja-JP	既に仕分一連処理を実施済みのため、棚卸データを作成できません。										
sortingProcessUnstartedError	error	wms	ja-JP	仕分一連処理未実施のため、棚卸データを作成できません。										
sortingWorkCompletedError	error	wms	ja-JP	当日仕分完了済のため実行できません。										
sortingWorkDtNotInputError	error	wms	ja-JP	仕分作業日付が入力されていません。										
sortingWorkIncompleteError	error	wms	ja-JP	未完了の方面が存在するため実行できません。										
sortingWorkNotCompletedError	error	wms	ja-JP	仕分一連処理中のため実行できません。										
srStatusAlreadyAgainAllocError	error	wms	ja-JP	再引当が行われている為、数量調整は出来ません。										
srStatusInAllocatingNoAllocError	error	wms	ja-JP	引当中（山出し指示数量調整中）の為、新しい引当はできません。										
srStatusNotStockTransferNotCompletedError	error	wms	ja-JP	山出し作業完了登録できないステータスです。										
statusCdAndMissingQtyError	error	wms	ja-JP	この状態コードでは、不足本数の登録はできません。	状態コード不足本数登録不可									
statusChangedError	error	wms	ja-JP	選択した輸送番号の融通指示のステイタスが変更された為、再度検索して下さい。										
statusNotCarrySchError	error	wms	ja-JP	積込検品が完了していません。										
statusShippingPlaceIncomingError	error	wms	ja-JP	出庫場受入検品を完了させてください。		出庫場受入検品を完了させてください。								
stockInBeforeChangelocationNotFoundError	error	wms	ja-JP	変更前ロケーションCDに銘柄CDの在庫が存在しません。										
stockNotExistSortingPlaceError	error	wms	ja-JP	保管場の在庫が不足しているため、カートン詰合せできません。		保管場の在庫が不足しているため、カートン詰合せできません。								
stockPalletizeSymbolAlreadyLinkedPalletError	error	wms	ja-JP	パレットはり紙と紐付いている段ボールが含まれています。		パレットはり紙と紐付いている段ボールが含まれています。								
stockPalletizeSymbolNotExistsTransshipmentError	error	wms	ja-JP	積替場に存在しない段ボールが含まれています。		積替場に存在しない段ボールが含まれています。								
stockPalletizeSymbolNotFoundError	error	wms	ja-JP	段ボール情報を取得できませんでした。		段ボール情報を取得できませんでした。								
stockTransferNotCompletedError	error	wms	ja-JP	山出しが完了していないため、変更できません。										
stockTransferStatusNotDeleteError	error	wms	ja-JP	山出しステータスが山出し予定作成済以外の為、削除は行えません。										
stockTransferStatusNotReleaseError	error	wms	ja-JP	山出しステータスが削除済、引当中、引当済以外の為、解除は行えません。										
stockTypeInputError	error	wms	ja-JP	在庫区分が正しく入力されていません。		在庫区分が正しく入力されていません。								
stockTypeListNotSaveConfirmation	confirm	wms	ja-JP	確定処理がされていませんが、戻りますか？	戻り確認									
stockTypeNotInputError	error	wms	ja-JP	在庫区分に値がありません。										
storeZoneLocationNotFoundError	error	wms	ja-JP	入力したゾーンはロケーションマスタに存在しません。	ゾーン未存在									
storeZoneSameError	error	wms	ja-JP	格納ゾーンと変更格納ゾーンが同一のため、修正できません。	ゾーン同一									
storingInventoryIncompleteError	error	wms	ja-JP	保管場在庫調査の指示が作成されていないため、在庫調査指示が作成できません。										
storingInventoryInspectionNotCompleteError	error	wms	ja-JP	保管場の在庫調査が未完了です。										
successionLoadOverError	error	wms	ja-JP	パレットの連続入力が１６パレットを超えています。		パレットの連続入力が１６パレットを超えています。								
suitableProductQtyError	error	wms	ja-JP	適品の実績値がさしず値を超えています。	適品数さしず超過									
suitableProductQtyUnitError	error	wms	ja-JP	適品の実績値は、販売最小数量単位（カートン）です。	適品数異常									
sumInputLineBlockQtyUnmatchStockQtyError	error	wms	ja-JP	残数量と各補充先数量の合計が在庫数量と一致しません。										
sumInputQtyOverStockQtyError	error	wms	ja-JP	入力した数量の合計が在庫数量を超えています。										
sumInputQtyUnmatchStockQtyError	error	wms	ja-JP	入力した数量と山出し指示数量の合計が一致しません。										
symbolAlreadyLinkedPalletError	error	wms	ja-JP	この段ボールはパレットはり紙とすでに紐付いています。		この段ボールはパレットはり紙とすでに紐付いています。								
symbolAlreadyLinkedTransshipmentPalletError	error	wms	ja-JP	既に積替先パレットと紐付いているシンボルが存在します。		既に積替先パレットと紐付いているシンボルが存在します。								
symbolAlreadyScannedError	error	wms	ja-JP	このシンボルは既に読み込み済です。		このシンボルは既に読み込み済です。								
symbolAlreadyTestedCompletedError	error	wms	ja-JP	すでに検査が完了しています。		すでに検査が完了しています。								
symbolAndPalletLotNoDifferentError	error	wms	ja-JP	パレットはり紙とシンボルのロットが違います。		パレットはり紙とシンボルのロットが違います。								
symbolAndPalletNotLinkError	error	wms	ja-JP	この段ボール情報はパレットはり紙と紐付いていません		この段ボール情報はパレットはり紙と紐付いていません								
symbolCannotCancelNotTestedError	error	wms	ja-JP	検査ステータスが未検査ではないため取消できません。		検査ステータスが未検査ではないため取消できません。								
symbolCannotCancelReceiptCompletedError	error	wms	ja-JP	入庫ステータスが入庫完了のため取消できません。		入庫ステータスが入庫完了のため取消できません。								
symbolCannotPalletizeLocError	error	wms	ja-JP	この段ボールはパレタイズできないロケにあります。		この段ボールはパレタイズできないロケにあります。								
symbolExistPalleteError	error	wms	ja-JP	すでにパレットはり紙と紐付いている段ボールです。		すでにパレットはり紙と紐付いている段ボールです。								
symbolfomationNotFoundError	error	wms	ja-JP	入力したシンボル情報は存在しません。		入力したシンボル情報は存在しません。								
symbolInspectingError	error	wms	ja-JP	既に検査中の段ボールです。		既に検査中の段ボールです。								
symbolNotExistsTransshipmentError	error	wms	ja-JP	この段ボールは積替場に存在しないため検品できません。		この段ボールは積替場に存在しないため検品できません。								
symbolNotFoundTestedError	error	wms	ja-JP	このシンボルは検査場に存在しません。		このシンボルは検査場に存在しません。								
symbolNotInputError	error	wms	ja-JP	スキャン済のシンボルがありません。		スキャン済のシンボルがありません。								
symbolNotOrderPickingError	error	wms	ja-JP	棚出されたシンボルではありません		棚出されたシンボルではありません								
symbolNotRegisterError	error	wms	ja-JP	段ボール状態登録済のシンボルではありません。		段ボール状態登録済のシンボルではありません。								
symbolNotRegisterLocationError	error	wms	ja-JP	この段ボールは段ボール状態登録できないロケに存在します。		この段ボールは段ボール状態登録できないロケに存在します。								
symbolNotRegisterTestedError	error	wms	ja-JP	品質検査済の登録が行われていません。		品質検査済の登録が行われていません。								
symbolNotTargetTestedError	error	wms	ja-JP	検品対象ではないシンボルが含まれています。		検品対象ではないシンボルが含まれています。								
symbolOrderInfoNotFoundError	error	wms	ja-JP	受注情報に該当しないシンボルです。		受注情報に該当しないシンボルです。								
symbolPalleteQtyInputError	error	wms	ja-JP	移動数量が入力されていません。		移動数量が入力されていません。								
symbolPalleteQtyOverError	error	wms	ja-JP	移動数量がパレットの在庫を超えています。		移動数量がパレットの在庫を超えています。								
symbolProductTransferEndError	error	wms	ja-JP	このパレットはり紙に紐づく銘柄の山出しは終了しています。		このパレットはり紙に紐づく銘柄の山出しは終了しています。								
symbolQtyOverError	error	wms	ja-JP	複数登録可能な段ボール数を超えています。		複数登録可能な段ボール数を超えています。								
symbolRegisteredError	error	wms	ja-JP	既に検査対象に登録されている段ボールです。		既に検査対象に登録されている段ボールです。								
symbolRemainingQtyUpdatedError	error	wms	ja-JP	他の作業で段ボール情報の残数量が更新されています		他の作業で段ボール情報の残数量が更新されています								
symbolRemainingQtyZeroError	error	wms	ja-JP	この段ボールは残数量が0のため、検品できません		この段ボールは残数量が0のため、検品できません								
symbolStatusError	error	wms	ja-JP	段ボールに貼付されていないシンボルです。		段ボールに貼付されていないシンボルです。								
symbolStatusNotCreatedError	error	wms	ja-JP	段ボールのステータスが「シンボル作成」ではないため削除できません。	段ボールステータス削除不可									
symbolTestedCancelQtyOverError	error	wms	ja-JP	取消する数量が検査済正常品数量を超えています。		取消する数量が検査済正常品数量を超えています。								
symbolTestedCompletedError	error	wms	ja-JP	このシンボルに対する検査は完了しています。		このシンボルに対する検査は完了しています。								
symbolTestedRegisterCompletedError	error	wms	ja-JP	検査済正常品登録が完了しているシンボルが存在します。		検査済正常品登録が完了しているシンボルが存在します。								
symbolTestedRegisteredError	error	wms	ja-JP	このシンボルは検査済正常品登録が完了しています。		このシンボルは検査済正常品登録が完了しています。								
takeOffInventoryInspectionNotCompleteError	error	wms	ja-JP	引取場の在庫調査が未完了です。										
testedCompletedSymbolNotFoundError	error	wms	ja-JP	検査済正常品の段ボール情報が存在しません。		検査済正常品の段ボール情報が存在しません。								
testedInferiorQtyUnmatchError	error	wms	ja-JP	検査済不良品数量と検査品段ボールの残数量が一致していません。										
testedLocNotFoundError	error	wms	ja-JP	検査場のロケコードが取得できませんでした。		検査場のロケコードが取得できませんでした。								
testedNormalSymbolError	error	wms	ja-JP	検査済正常品用の段ボールは削除できません。	検査済正常品削除不可									
testedPlanQtyOverError	error	wms	ja-JP	登録する数量が検査予定数量を超えています。		登録する数量が検査予定数量を超えています。								
testedSymbolCannotCancelError	error	wms	ja-JP	検査済正常品用のシンボルのため取消できません。		検査済正常品用のシンボルのため取消できません。								
testedSymbolDuplicateError	error	wms	ja-JP	検品対象の検査品が複数検査場に存在します。		検品対象の検査品が複数検査場に存在します。								
threeIndividualComplessionBlockAssociatedToLineError	error	wms	ja-JP	ライン「{0}」の対応ブロックで個口圧縮対象が3つ存在します。										
todaySortingWorkConfirmation	confirm	wms	ja-JP	完了後は本日の仕分一連処理が行えなくなります。完了しますか？										
topRowSelectedError	error	wms	ja-JP	一番上の行が選択されています。										
totalQtyIsZeroError	error	wms	ja-JP	０ケース０カートンの棚出はできません		０ケース０カートンの棚出はできません								
totalQtyNotInputError	error	wms	ja-JP	個数が未入力です。										
totalQtyUnmatchExamQtyError	error	wms	ja-JP	検査済正常品数量 + 不良品数量 + 検査対象外数量が、検査予定数量と一致していません。										
transferListSymbolBarcodeScanError	error	wms	ja-JP	選択中の山出しリストに紐付いたケースはり紙をスキャンして下さい。		選択中の山出しリストに紐付いたケースはり紙をスキャンして下さい。								
transferNoNotFoundError	error	wms	ja-JP	山出しリスト№は存在しません。		山出しリスト№は存在しません。								
transferNumOverTransferListNumError	error	wms	ja-JP	入力された山出し数量が山出し指示数量を上回っています。		入力された山出し数量が山出し指示数量を上回っています。								
transferQtyInputError	error	wms	ja-JP	山出し数量が入力されていません。		山出し数量が入力されていません。								
transportCompanyNotFoundError	error	wms	ja-JP	運送会社名取得時にエラーが発生しました。										
transportNumberBlandCdNotFoundError	error	wms	ja-JP	輸送番号に銘柄が存在しません。		輸送番号に銘柄が存在しません。								
transshipmentLocationNotFoundError	error	wms	ja-JP	積替場のロケコードが取得できない。		積替場のロケコードが取得できない。								
twoDimensionBarcodeNotInputError	error	wms	ja-JP	２次元バーコードをスキャンしてください。		２次元バーコードをスキャンしてください。								
typeDesignNotInputError	error	wms	ja-JP	デザイン区分を入力して下さい。										
TypeExceptError	error	wms	ja-JP	区分値が存在しません。										
unsettledLocationProductCategoryDuplicateError	error	wms	ja-JP	ロケ不定の貼付銘柄カテゴリが重複しています。										
updateAllocateControlMasterValidType	info	wms	ja-JP	更新件数：[引当制御マスタの有効区分]{0}件										
updateDirectionAttributeMasterGrtnId	info	wms	ja-JP	更新件数：[方面属性マスタの世代区分]{0}件										
updateReceiveDesignMasterValidType	info	wms	ja-JP	更新件数：[受入デザインマスタの有効区分]{0}件										
useClassExceptError	error	wms	ja-JP	100箱使用区分が入力範囲を超えています。										
wareHousePlantInputExceptError	error	wms	ja-JP	入力された出庫プラントは区分値明細マスタに存在しません。										
warehouseProductCdOCaseProductCdNotInputError	error	wms	ja-JP	銘柄CD（倉庫内）、銘柄CD（ケース）のいずれかを入力して検索してください。										
warehouseWorkAggregationCdNotRegistrable	error	wms	ja-JP	銘柄コードが庫内作業集約コードの場合は、銘柄コード組替指示情報への登録は登録を行いません										
workingStockCannotChangeAttributesError	error	wms	ja-JP	指定した在庫は作業中です。作業を終わらせてから再度実行してください。										
workInProgressCannotAddUpdateDeleteLineError	error	wms	ja-JP	この予定情報は作業中の為、行追加・更新・削除は出来ません。										
zeroToProcessInformation	info	wms	ja-JP	該当データが別作業で処理されました。										
shippingLoadingListNotFoundError	error	wms	ja-JP	この積込リストは無効です。		この積込リストは無効です。								
domesticTobaccoRegistrationImpossibleDataError	error	wms	ja-JP	国産たばこの場合は国税還付品置場の選択ができません。										
itemRegistrationImpossibleDataError	error	wms	ja-JP	銘柄の場合は国税還付品置場の選択ができません。										
lrregularProdudtFlagExceptError	error	wms	ja-JP	異型品同梱フラグが入力範囲を超えています。										
actualCartonCaseQtyInputError	error	wms	ja-JP	ケース数、カートン数に入庫数量を入力してください。		ケース数、カートン数に入庫数量を入力してください。								
manufacturedMoreThanOneYearAgoError	error	wms	ja-JP	国産製品の場合、１年以上前の製造年月日は入力できません。		国産製品の場合、１年以上前の製造年月日は入力できません。								
manufacturDateOfValidError	error	wms	ja-JP	製造年月日が有効な日付ではありません。		製造年月日が有効な日付ではありません。								
manufacturedMoreThanTowYearAgoError	error	wms	ja-JP	輸入製品の場合、２年以上前の製造年月日は入力できません。		輸入製品の場合、２年以上前の製造年月日は入力できません。								
palleteQtyOverCaseCartonQtyError	error	wms	ja-JP	ケース数量+カートン数量が、パレット積み付け数を超えています。		ケース数量+カートン数量が、パレット積み付け数を超えています。								
palleteQtyOverCaseQtyError	error	wms	ja-JP	ケース数量が、パレット積み付け数を超えています。		ケース数量が、パレット積み付け数を超えています。								
caseQtyOverCartonQtyError	error	wms	ja-JP	カートン数量が、ケース入り数を超えています。		カートン数量が、ケース入り数を超えています。								
expectShippingFutureDateError	error	wms	ja-JP	発送予定日は未来日です。		発送予定日は未来日です。								
expectAcceptanceFutureDateError	error	wms	ja-JP	受入予定日は未来日です。		受入予定日は未来日です。								
brandCodeDuplicateError	error	wms	ja-JP	銘柄CDが重複しています。										
shippingInstAlreadyConfirmError	error	wms	ja-JP	確定済の出庫予定情報が含まれています。										
planReceiveAllocatedStateError	error	wms	ja-JP	出庫指図の計画受信とSD引当の両方が実行されていません。										
otherUserShippingInstConfirmError	error	wms	ja-JP	他の作業者が出庫予定情報を確定済です。										
planNumAllocatedNumDifferentError	error	wms	ja-JP	出庫指図の予定数量と引当済数量が一致していません。										
refNoNotInputError	error	wms	ja-JP	整理番号を入力して下さい。										
refNoCheckInputMaxError	error	wms	ja-JP	整理番号は最大[0]文字以下を入力して下さい。										
shippingFromCompanyCdCheckInputMaxError	error	wms	ja-JP	発送元CDは最大[0]文字以下を入力して下さい。										
shipSchDateNotInputError	error	wms	ja-JP	発送予定年月日を入力して下さい。										
shipSchDateError	error	wms	ja-JP	発送予定年月日が日付不正(形式:yyyyMMdd)。										
shipToCdNotInputError	error	wms	ja-JP	受入先CDを入力して下さい。										
shipToCdCheckInputMaxError	error	wms	ja-JP	受入先CDは最大[0]文字以下を入力して下さい。										
shipToSchDateNotInputError	error	wms	ja-JP	受入予定年月日を入力して下さい。										
shipToSchDateError	error	wms	ja-JP	受入予定年月日が日付不正(形式:yyyyMMdd)。										
dataTypeNotInputError	error	wms	ja-JP	修正区分を入力して下さい。										
dataTypeCheckInputMaxError	error	wms	ja-JP	修正区分は最大[0]文字以下を入力して下さい。										
qtyValueNotInputError	error	wms	ja-JP	個数を入力して下さい。										
qtyValueCheckNumericOnlyError	error	wms	ja-JP	個数が数値ではありません。										
qtyValueCheckInputMaxError	error	wms	ja-JP	個数は最大[0]文字以下を入力して下さい。										
subWarehouseCdCheckInputMaxError	error	wms	ja-JP	枝倉庫CDは最大[0]文字以下を入力して下さい。										
centerCdOrProductCdNotInputError	error	wms	ja-JP	拠点CDか銘柄CDのどちらかを入力して検索してください。										
multipleDataIdenticalToFlexibilityRegistError	error	wms	ja-JP	融通指示と同一のデータが融通輸送情報に複数存在し特定できないため登録できません。										
batchNotInputError	error	wms	ja-JP	[0]を入力して下さい。										
batchInputMaxError	error	wms	ja-JP	[0]は最大[1]文字以下を入力して下さい。										
batchDateError	error	wms	ja-JP	[0]が日付不正(形式:yyyyMMdd)。										
batchNumericOnlyError	error	wms	ja-JP	[0]が数値ではありません。										
batchNotFoundError	error	wms	ja-JP	[0]は[1]に存在しません。										
batchCodeTypeNotFoundError	error	wms	ja-JP	その{0}は存在しません。										
rlyBsCdNotFoundError	error	wms	ja-JP	中継拠点マスタに存在しません。										
BarcodeInputError	error	wms	ja-JP	バーコードが不正です。										
SymbolBarcodeInputError	error	wms	ja-JP	シンボルバーコードが不正です。										
PalletNoInputError	error	wms	ja-JP	パレット管理番号が不正です。										
MakerBarcodeInputError	error	wms	ja-JP	メーカーケースバーコードが不正です。										
epresentativeQRInputError	error	wms	ja-JP	代表QRが不正です。										
PalletDetailBarcodeNotFoundError	error	wms	ja-JP	パレット明細が存在しません。										
PalletDetailBarcodeInputError	error	wms	ja-JP	パレット明細が不正です。										
PalletIdentificationBarcodeInputError	error	wms	ja-JP	パレット識別番号が不正です。										
alreadyTransferCompleteRegisteredError	error	wms	ja-JP	選択した輸送番号の融通作業は、既に完了登録済です。										
cannotPrintReplenishPlanNoCreatedError	error	wms	ja-JP	選択した輸送番号の融通山出しリストは融通指示作成中のため、発行できません。										
warehouseInventoryQuantityTotalnumberofpiecesThereisaremainderTerminatetheprocess	error	wms	ja-JP	倉庫在庫数量の合計個装数に余りが存在するため処理を終了します。										
pendingInventoryQuantityTotalnumberofpiecesThereisaremainderTerminatetheprocess	error	wms	ja-JP	保留中在庫数量の合計個装数に余りが存在するため処理を終了します。										
caseItemNotFoundError	error	wms	ja-JP	この銘柄CDのケース単位出庫の予定がありません。		この銘柄CDのケース単位出庫の予定がありません。								
receivedSymbolIsDeletedFromPalletizerInstError	error	wms	ja-JP	受信した段ボール情報は、パレタイザー投入実績が削除されています。										
receivePlanHIdNotExistInSymbolError	error	wms	ja-JP	受信した入庫キーは段ボール情報に存在しません。										
palletizerInputRecordIsInvalidCanNotUpdateError	error	wms	ja-JP	受信データは不正なために更新できませんでした。										
srPickListDataRegisterConfirmation	error	wms	ja-JP	対象データを登録しますか?[0]	確認									
receivePlanDateError	error	wms	ja-JP	受入予定日がが日付不正(形式:yyyyMMdd)。		入庫予定日が正しく入力されていません。								
handySymbolNotFoundError	error	wms	ja-JP	入力した段ボール情報は存在しません。		入力した段ボール情報は存在しません。								
deleteRowAlreadyInputConfirmation	error	wms	ja-JP	入力済です。選択した行を削除しますか？	削除確認									
batchDateError2	error	wms	ja-JP	[0]が日付不正(形式:yy/MM/dd)。										
receiveRecordProgramNameInformation	info	wms	ja-JP	入庫実績送信（販物）[ETL/バッチ]	プログラム名称情報									
outputSectionNameOutputInformation	info	wms	ja-JP	データ出力	セクション名称情報									
srStatusInDeletedNoAllocError	error	wms	ja-JP	削除済の為、新しい引当はできません。										
stockTransferStatusPrintedPickListNotReleaseError	error	wms	ja-JP	山出しリストは出力済の為、解除は行えません。										
allAllocStockTransferNotSelectError	error	wms	ja-JP	引当中、引当済を解除する時は引当バッチキーが同一の伝票を全選択して実行して下さい。										
customerCd1CannotInputSameCustomerCd2Error	error	wms	ja-JP	入力した特約店CD1と特約店CD2の値が同じです。										
entityAlreadyUpdateError	error	wms	ja-JP	他のユーザに変更された可能性があります。内容を確認して下さい。 										
batchSlptypError	error	wms	ja-JP	伝票タイプが不正です。(行:[0],銘柄CD:[1])										
cannotExecuteTentativeReplenishInstError	error	wms	ja-JP	仮融通(輸送番号:YUZ～)である為、融通指示実行できません。										
replenishPlanCannotRegisterSenderStatusStartedError	error	wms	ja-JP	発送元で融通山出し作業が開始しているため登録できません。										
changeLineBlockNotSameError	error	wms	ja-JP	同一ライン/ブロック間以外の移動はできません。										
orderNumberIntegerLengthError	error	wms	ja-JP	受注番号は6桁の数字を入力してください		受注番号は6桁の数字を入力してください								
sojtCompletedError	error	wms	ja-JP	この出荷指図は引当が完了しています。		この出荷指図は引当が完了しています。								
receivedMakeNoDuplicateError	error	wms	ja-JP	受信した生出番号は既に登録済です。										
receivedRcvKeyNotFoundError	error	wms	ja-JP	受信した入庫キーは入庫予定に存在しません。										
lot4InMakerCaseCdDateError	error	wms	ja-JP	メーカーケースコード内の製造年月日が不正です。入庫キー:[0] 生出番号:[1]										
makerCaseCdInsertUpdateFailedError	error	wms	ja-JP	メーカーケースコード情報の追加・更新にてエラーが発生しました。										
alreadyPackError	error	wms	ja-JP	既に梱包されています。		既に梱包されています。								
alreadyShipConfirmError	error	wms	ja-JP	既に出庫確定されています。		既に出庫確定されています。								
pickingNotCompletedError	error	wms	ja-JP	ピッキングの作業が完了していません。		ピッキングの作業が完了していません。								
sortingNotCompletedError	error	wms	ja-JP	仕分の作業が完了していません。		仕分の作業が完了していません。								
targetDeliveryGroupNotInputError	error	wms	ja-JP	対象となる配送グループが指定されていません。		対象となる配送グループが指定されていません。								
deliveryGroupNotInputError	error	wms	ja-JP	配送グループが指定されていません。		配送グループが指定されていません。								
deliveryGroupDifferentInputError	error	wms	ja-JP	配送グループが異なるものが指定されています。		配送グループが異なるものが指定されています。								
targetWbNotInputError	error	wms	ja-JP	対象となる送り状が指定されていません。		対象となる送り状が指定されていません。								
wbNotInputError	error	wms	ja-JP	送り状が指定されていません。		送り状が指定されていません。								
wbDifferentInputError	error	wms	ja-JP	送り状が異なるものが指定されています。		送り状が異なるものが指定されています。								
cannotAllocateManufactureDateBlankError	error	wms	ja-JP	製造年月がNULLのため(再)引当は行えません。										
cannotCancelPickedAlreadyPackedError	error	wms	ja-JP	既に梱包されているため、キャンセルできません。										
cannotCancelPickedAlreadyInspectedError	error	wms	ja-JP	既に出荷検品が行われています。										
rmdrNotFoundError	error	wms	ja-JP	リマインダが存在しません。										
packRmdrDuplicateError	error	wms	ja-JP	リマインダが重複しています。										
packRmdrExpectQtyShortageError	error	wms	ja-JP	リマインダの予定数が不足しています。										
shipInspectRmdrDuplicateError	error	wms	ja-JP	リマインダが重複して登録されています。										
shipInspectRmdrExpectQtyShortageError	error	wms	ja-JP	予定数が不足しています。										
shipInspectRmdrInspectableQtyShortageError	error	wms	ja-JP	検品可能数が不足しています。										
CenterProductControlMasterError	error	wms	ja-JP	選択されたロケは拠点別銘柄制御マスタによって指定されているため、変更できません。										
CenterProductControlMasterDelError	error	wms	ja-JP	選択されたロケは拠点別銘柄制御マスタによって指定されているため、削除できません。										
receiveShippingDataFoundError	error	wms	ja-JP	入庫データまたは出庫データで使用されているため処理できません。										
locationMasterNotLineCdError	error	wms	ja-JP	削除対象のラインCDがロケーションマスタテーブルで設定されています。										
locationMasterNotBlockCdError	error	wms	ja-JP	削除対象のブロックCDがロケーションマスタテーブルで設定されています。										
sortingLocationCdLengthsixError	error	wms	ja-JP	6桁以上入力されています。										
locationNotFoundError	error	wms	ja-JP	入力したロケーションはロケーションマスタに存在しません。										
pastGenerationApplicableGenerationError	error	wms	ja-JP	過去世代、適用世代のデータは削除できません。										
handyCheckingUnderInspectionSymbolError	error	wms	ja-JP	仕分が完了していないため、検品できません。		仕分が完了していないため、検品できません。								
handyPalletTransshipmentLocationNotFoundError	error	wms	ja-JP	積替場のロケーションCDが取得できない。		積替場のロケーションCDが取得できない。								
etlCggdidError	error	wms	ja-JP	たばこ商品区分が不正です。(行：[0])										
rejectDataReceivedError	error	wms	ja-JP	不要データを受信しました。(行：[0])										
deleteBatDueToTrDataInconsistency	error	wms	ja-JP	入庫予定データにＢＡＴ情報が正しく設定されていないため登録済みＢＡＴ入庫予定情報を削除しました。【削除対象】ＳＡＰデリバリー番号(ヘッダ):{0},ＳＡＰデリバリー番号(明細):{1},【IF内容】ＳＡＰデリバリー番号(ヘッダ):{2},ＳＡＰデリバリー番号(明細):{3},ＢＡＴ搬入依頼拠点CD:{4},ＢＡＴ搬入依頼保管場所CD:{5},パートナー番号（受信）:{6},パートナー番号（送信）:{7},伝票番号:{8}										
skipUpdateBatDueToInconsistency	error	wms	ja-JP	入庫予定データにＢＡＴ情報が正しく設定されていないため、ＢＡＴ入庫予定情報更新をスキップします。【対象】ＳＡＰデリバリー番号(ヘッダ):{0},ＳＡＰデリバリー番号(明細):{1},ＢＡＴ搬入依頼拠点CD:{2},ＢＡＴ搬入依頼保管場所CD:{3},パートナー番号（受信）:{4},パートナー番号（送信）:{5},伝票番号:{6}										
deleteBatDueToDataInconsistency	error	wms	ja-JP	登録済のＢＡＴ入庫予定情報と一致しない項目があったため削除しました。ＳＡＰデリバリー番号(ヘッダ):{0},ＳＡＰデリバリー番号（明細）:{1}										
skipDeleteBatDueToComplete	error	wms	ja-JP	登録済のＢＡＴ入庫予定情報が既に完了しているため対象外です。ＳＡＰデリバリー番号(ヘッダ):{0},ＳＡＰデリバリー番号（明細）:{1}										
